year,species
2020,Streptopelia chinensis
2020,Identified to Family: Columbidae
2020,Streptopelia chinensis
2020,Psilopogon nuchalis
2020,Pycnonotus sinensis
2020,Myiomela leucura
2020,Turdus chrysolaus
2020,Turdus pallidus
2020,Turdus chrysolaus
2020,Turdus pallidus
2020,Identified to Family: Turdidae
2020,Accipiter virgatus
2020,Alcedo atthis
2020,Streptopelia chinensis
2020,Turdus chrysolaus
2020,Chalcophaps indica
2020,Psilopogon nuchalis
2020,Psilopogon nuchalis
2020,Turdus obscurus
2020,Accipiter trivirgatus
2020,Ninox japonica
2020,Pycnonotus taivanus
2020,Turdus chrysolaus
2020,Turdus pallidus
2020,Psilopogon nuchalis
2020,Streptopelia orientalis
2020,Accipiter gularis
2020,Turdus chrysolaus
2020,Pycnonotus sinensis
2020,Alcedo atthis
2020,Zoothera dauma
2020,Turdus chrysolaus
2020,Psilopogon nuchalis
2020,Chalcophaps indica
2020,Turdus chrysolaus
2020,Psilopogon nuchalis
2020,Phasianus colchicus
2020,Psilopogon nuchalis
2020,Psilopogon nuchalis
2020,Streptopelia chinensis
2020,Zoothera aurea
2020,Streptopelia chinensis
2020,Psilopogon nuchalis
2020,Turdus pallidus
2020,Zosterops simplex
2020,Streptopelia chinensis
2020,Pycnonotus sinensis
2020,Glaucidium brodiei
2020,Turdus pallidus
2020,Turdus chrysolaus
2020,Psilopogon nuchalis
2020,Accipiter trivirgatus
2020,Streptopelia chinensis
2020,Turdus pallidus
2020,Accipiter trivirgatus
2020,Pycnonotus sinensis
2020,Columba livia
2020,Psilopogon nuchalis
2020,Pycnonotus taivanus
2020,Accipiter trivirgatus
2020,Accipiter trivirgatus
2020,Psilopogon nuchalis
2020,Psilopogon nuchalis
2020,Streptopelia chinensis
2020,Pycnonotus sinensis
2020,Psilopogon nuchalis
2020,Zosterops simplex
2020,Glaucidium brodiei
2020,Psilopogon nuchalis
2020,Psilopogon nuchalis
2020,Hypsipetes leucocephalus
2020,Streptopelia chinensis
2020,Zoothera aurea
2020,Zoothera aurea
2020,Zoothera dauma
2020,Zoothera dauma
2020,Streptopelia tranquebarica
2020,Psilopogon nuchalis
2020,Streptopelia chinensis
2020,Pomatorhinus musicus
2020,Hypsipetes leucocephalus
2020,Lanius cristatus
2020,Prinia inornata
2020,Psilopogon nuchalis
2020,Psilopogon nuchalis
2021,Egretta garzetta
2021,Glaucidium brodiei
2021,Zoothera dauma
2021,Turdus chrysolaus
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Streptopelia chinensis
2021,Psilopogon nuchalis
2021,Treron sieboldii
2021,Zoothera aurea
2021,Psilopogon nuchalis
2021,Glaucidium brodiei
2021,Psilopogon nuchalis
2021,Streptopelia orientalis
2021,Zoothera aurea
2021,Hypsipetes leucocephalus
2021,Psilopogon nuchalis
2021,Chalcophaps indica
2021,Streptopelia orientalis
2021,Monticola solitarius
2021,Streptopelia orientalis
2021,Ninox japonica
2021,Psilopogon nuchalis
2021,Phoenicurus fuliginosus
2021,Turdus chrysolaus
2021,Turdus pallidus
2021,Streptopelia tranquebarica
2021,Accipiter trivirgatus
2021,Monticola solitarius
2021,Streptopelia chinensis
2021,Streptopelia chinensis
2021,Psilopogon nuchalis
2021,Turdus pallidus
2021,Zoothera aurea
2021,Zoothera aurea
2021,Glaucidium brodiei
2021,Passer montanus
2021,Psilopogon nuchalis
2021,Motacilla cinerea
2021,Alcedo atthis
2021,Zoothera aurea
2021,Psilopogon nuchalis
2021,Lanius cristatus
2021,Psilopogon nuchalis
2021,Treron sieboldii
2021,Hypsipetes leucocephalus
2021,Turdus pallidus
2021,Accipiter trivirgatus
2021,Psilopogon nuchalis
2021,Accipiter trivirgatus
2021,Streptopelia chinensis
2021,Turdus pallidus
2021,Accipiter nisus
2021,Psilopogon nuchalis
2021,Passer montanus
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Accipiter trivirgatus
2021,Ninox japonica
2021,Lonchura punctulata
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Chalcophaps indica
2021,Accipiter trivirgatus
2021,Identified to Order: Passeriformes
2021,Psilopogon nuchalis
2021,Alcedo atthis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Turdus chrysolaus
2021,Streptopelia chinensis
2021,Accipiter trivirgatus
2021,Pycnonotus sinensis
2021,Psilopogon nuchalis
2021,Streptopelia chinensis
2021,Chalcophaps indica
2021,Psilopogon nuchalis
2021,Streptopelia tranquebarica
2021,Acridotheres tristis
2021,Accipiter trivirgatus
2021,Streptopelia chinensis
2021,Psilopogon nuchalis
2021,Myiomela leucura
2021,Psilopogon nuchalis
2021,Streptopelia tranquebarica
2021,Psilopogon nuchalis
2021,Accipiter trivirgatus
2021,Psilopogon nuchalis
2021,Myiomela leucura
2021,Identified to Family: Columbidae
2021,Streptopelia tranquebarica
2021,Hypsipetes leucocephalus
2021,Streptopelia chinensis
2021,Psilopogon nuchalis
2021,Aplonis panayensis
2021,Columba livia
2021,Psilopogon nuchalis
2021,Turdus pallidus
2021,Streptopelia orientalis
2021,Accipiter trivirgatus
2021,Aplonis panayensis
2021,Phoenicurus auroreus
2021,Zosterops simplex
2021,Aplonis panayensis
2021,Streptopelia chinensis
2021,Streptopelia chinensis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Streptopelia chinensis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Acridotheres javanicus
2021,Hypsipetes leucocephalus
2021,Psilopogon nuchalis
2021,Alcedo atthis
2021,Phasianus colchicus
2021,Pycnonotus sinensis
2021,Psilopogon nuchalis
2021,Streptopelia chinensis
2021,Psilopogon nuchalis
2021,Accipiter virgatus
2021,Accipiter virgatus
2021,Turdus pallidus
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Turdus pallidus
2021,Psilopogon nuchalis
2021,Streptopelia chinensis
2021,Pycnonotus sinensis
2021,Psilopogon nuchalis
2021,Streptopelia chinensis
2021,Turdus pallidus
2021,Alcedo atthis
2021,Psilopogon nuchalis
2021,Alcedo atthis
2021,Chalcophaps indica
2021,Streptopelia chinensis
2021,Columba livia
2021,Psilopogon nuchalis
2021,Glaucidium brodiei
2021,Chalcophaps indica
2021,Psilopogon nuchalis
2021,Identified to Class: Aves
2021,Hypsipetes leucocephalus
2021,Caprimulgus affinis
2021,Psilopogon nuchalis
2021,Otus lettia
2021,Passer montanus
2021,Streptopelia tranquebarica
2021,Passer montanus
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Chalcophaps indica
2021,Psilopogon nuchalis
2021,Pycnonotus sinensis
2021,Chalcophaps indica
2021,Streptopelia chinensis
2021,Pycnonotus sinensis
2021,Psilopogon nuchalis
2021,Chalcophaps indica
2021,Streptopelia chinensis
2021,Lonchura striata
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Hypothymis azurea
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Accipiter virgatus
2021,Nycticorax nycticorax
2021,Pycnonotus taivanus
2021,Halcyon coromanda
2021,Halcyon coromanda
2021,Identified to Family: Acrocephalidae
2021,Alcedo atthis
2021,Psilopogon nuchalis
2021,Chalcophaps indica
2021,Passer montanus
2021,Alcedo atthis
2021,Alcedo atthis
2021,Streptopelia chinensis
2021,Chalcophaps indica
2021,Alcedo atthis
2021,Passer montanus
2021,Halcyon coromanda
2021,Psilopogon nuchalis
2021,Halcyon coromanda
2021,Halcyon coromanda
2021,Hierococcyx sparverioides
2021,Streptopelia chinensis
2021,Pitta nympha
2021,Accipiter trivirgatus
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Zosterops simplex
2021,Cuculus optatus
2021,Cuculus optatus
2021,Passer montanus
2021,Pycnonotus sinensis
2021,Chalcophaps indica
2021,Pycnonotus sinensis
2021,Alcedo atthis
2021,Psilopogon nuchalis
2021,Halcyon coromanda
2021,Chalcophaps indica
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Butastur indicus
2021,Hirundo tahitica
2021,Psilopogon nuchalis
2021,Alcedo atthis
2021,Halcyon coromanda
2021,Chalcophaps indica
2021,Psilopogon nuchalis
2021,Pycnonotus sinensis
2021,Pitta nympha
2021,Chalcophaps indica
2021,Streptopelia orientalis
2021,Chalcophaps indica
2021,Chalcophaps indica
2021,Pycnonotus sinensis
2021,Streptopelia tranquebarica
2021,Pycnonotus sinensis
2021,Chalcophaps indica
2021,Ceyx erithaca
2021,Alcedo atthis
2021,Acridotheres javanicus
2021,Psilopogon nuchalis
2021,Passer montanus
2021,Identified to Family: Columbidae
2021,Streptopelia orientalis
2021,Streptopelia orientalis
2021,Urocissa caerulea
2021,Pycnonotus sinensis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Chalcophaps indica
2021,Pycnonotus sinensis
2021,Chalcophaps indica
2021,Copsychus malabaricus
2021,Streptopelia orientalis
2021,Psilopogon nuchalis
2021,Chalcophaps indica
2021,Alcedo atthis
2021,Clamator coromandus
2021,Streptopelia tranquebarica
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Acridotheres javanicus
2021,Copsychus malabaricus
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Copsychus malabaricus
2021,Chalcophaps indica
2021,Accipiter trivirgatus
2021,Passer montanus
2021,Psilopogon nuchalis
2021,Chalcophaps indica
2021,Chalcophaps indica
2021,Psilopogon nuchalis
2021,Chalcophaps indica
2021,Zosterops simplex
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Zosterops simplex
2021,Psilopogon nuchalis
2021,Zosterops simplex
2021,Streptopelia chinensis
2021,Psilopogon nuchalis
2021,Chalcophaps indica
2021,Lonchura punctulata
2021,Lonchura punctulata
2021,Zosterops simplex
2021,Gracupica nigricollis
2021,Chalcophaps indica
2021,Chalcophaps indica
2021,Accipiter virgatus
2021,Chalcophaps indica
2021,Alcedo atthis
2021,Zosterops simplex
2021,Pitta nympha
2021,Passer montanus
2021,Streptopelia chinensis
2021,Identified to Family: Ardeidae
2021,Psilopogon nuchalis
2021,Euodice malabarica
2021,Pycnonotus sinensis
2021,Acridotheres javanicus
2021,Eophona migratoria
2021,Passer montanus
2021,Pycnonotus taivanus
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Streptopelia chinensis
2021,Zosterops simplex
2021,Alcedo atthis
2021,Accipiter trivirgatus
2021,Columba livia
2021,Zosterops simplex
2021,Accipiter trivirgatus
2021,Streptopelia chinensis
2021,Lonchura punctulata
2021,Accipiter virgatus
2021,Zosterops simplex
2021,Chalcophaps indica
2021,Psilopogon nuchalis
2021,Chalcophaps indica
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Accipiter virgatus
2021,Psilopogon nuchalis
2021,Accipiter trivirgatus
2021,Zosterops simplex
2021,Turdus mandarinus
2021,Accipiter trivirgatus
2021,Pycnonotus sinensis
2021,Otus lettia
2021,Psilopogon nuchalis
2021,Zosterops simplex
2021,Aplonis panayensis
2021,Aplonis panayensis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Accipiter trivirgatus
2021,Streptopelia orientalis
2021,Passer montanus
2021,Streptopelia chinensis
2021,Passer montanus
2021,Chalcophaps indica
2021,Streptopelia chinensis
2021,Accipiter virgatus
2021,Pycnonotus sinensis
2021,Streptopelia orientalis
2021,Streptopelia orientalis
2021,Accipiter trivirgatus
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Urocissa caerulea
2021,Urocissa caerulea
2021,Accipiter trivirgatus
2021,Streptopelia orientalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Chalcophaps indica
2021,Psilopogon nuchalis
2021,Columba livia
2021,Rostratula benghalensis
2021,Streptopelia chinensis
2021,Lonchura punctulata
2021,Clamator coromandus
2021,Streptopelia orientalis
2021,Streptopelia chinensis
2021,Dendrocitta formosae
2021,Identified to Family: Columbidae
2021,Chalcophaps indica
2021,Psilopogon nuchalis
2021,Accipiter trivirgatus
2021,Streptopelia chinensis
2021,Streptopelia orientalis
2021,Passer montanus
2021,Accipiter trivirgatus
2021,Identified to Family: Columbidae
2021,Hypsipetes leucocephalus
2021,Alcedo atthis
2021,Identified to Class: Aves
2021,Streptopelia orientalis
2021,Streptopelia orientalis
2021,Arborophila crudigularis
2021,Dendrocitta formosae
2021,Accipiter trivirgatus
2021,Chalcophaps indica
2021,Psilopogon nuchalis
2021,Zosterops simplex
2021,Psilopogon nuchalis
2021,Pycnonotus sinensis
2021,Passer montanus
2021,Streptopelia chinensis
2021,Streptopelia tranquebarica
2021,Cacomantis merulinus
2021,Alcedo atthis
2021,Acridotheres tristis
2021,Acridotheres tristis
2021,Pycnonotus sinensis
2021,Accipiter trivirgatus
2021,Alcedo atthis
2021,Turdus niveiceps
2021,Accipiter trivirgatus
2021,Accipiter virgatus
2021,Zosterops simplex
2021,Passer montanus
2021,Locustella fasciolata
2021,Psilopogon nuchalis
2021,Halcyon coromanda
2021,Chalcophaps indica
2021,Identified to Family: Columbidae
2021,Otus lettia
2021,Accipiter soloensis
2021,Lanius cristatus
2021,Chalcophaps indica
2021,Chalcophaps indica
2021,Zosterops simplex
2021,Pycnonotus sinensis
2021,Phylloscopus coronatus
2021,Pitta nympha
2021,Lanius cristatus
2021,Cuculus optatus
2021,Cyanoptila cyanomelana
2021,Treron sieboldii
2021,Identified to Family: Columbidae
2021,Halcyon coromanda
2021,Heterophasia auricularis
2021,Halcyon coromanda
2021,Accipiter trivirgatus
2021,Zosterops simplex
2021,Ninox japonica
2021,Ninox japonica
2021,Streptopelia tranquebarica
2021,Halcyon coromanda
2021,Streptopelia chinensis
2021,Lanius cristatus
2021,Phasianus colchicus
2021,Psilopogon nuchalis
2021,Dendrocitta formosae
2021,Zosterops simplex
2021,Chalcophaps indica
2021,Accipiter trivirgatus
2021,Streptopelia chinensis
2021,Streptopelia orientalis
2021,Streptopelia orientalis
2021,Psilopogon nuchalis
2021,Lanius cristatus
2021,Monticola gularis
2021,Motacilla cinerea
2021,Treron sieboldii
2021,Identified to Family: Columbidae
2021,Identified to Class: Aves
2021,Psilopogon nuchalis
2021,Streptopelia orientalis
2021,Accipiter trivirgatus
2021,Psilopogon nuchalis
2021,Bubulcus ibis
2021,Psilopogon nuchalis
2021,Halcyon coromanda
2021,Streptopelia orientalis
2021,Columba livia
2021,Alcedo atthis
2021,Aplonis panayensis
2021,Regulus goodfellowi
2021,Pica serica
2021,Lonchura punctulata
2021,Phylloscopus borealis complex
2021,Phylloscopus borealis complex
2021,Streptopelia orientalis
2021,Accipiter virgatus
2021,Streptopelia chinensis
2021,Accipiter trivirgatus
2021,Psilopogon nuchalis
2021,Dendrocitta formosae
2021,Psilopogon nuchalis
2021,Phylloscopus borealis complex
2021,Psilopogon nuchalis
2021,Phylloscopus borealis complex
2021,Pycnonotus sinensis
2021,Pycnonotus sinensis
2021,Aplonis panayensis
2021,Streptopelia tranquebarica
2021,Streptopelia chinensis
2021,Streptopelia chinensis
2021,Psilopogon nuchalis
2021,Monticola solitarius
2021,Alcedo atthis
2021,Aplonis panayensis
2021,Streptopelia orientalis
2021,Lonchura punctulata
2021,Psilopogon nuchalis
2021,Streptopelia chinensis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Dendrocitta formosae
2021,Otus lettia
2021,Psilopogon nuchalis
2021,Treron sieboldii
2021,Psilopogon nuchalis
2021,Streptopelia chinensis
2021,Otus lettia
2021,Alcedo atthis
2021,Passer montanus
2021,Identified to Family: Columbidae
2021,Identified to Class: Aves
2021,Identified to Class: Aves
2021,Pycnonotus sinensis
2021,Streptopelia chinensis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Passer montanus
2021,Chalcophaps indica
2021,Dendrocitta formosae
2021,Chalcophaps indica
2021,Streptopelia chinensis
2021,Phoenicurus auroreus
2021,Psilopogon nuchalis
2021,Accipiter trivirgatus
2021,Streptopelia chinensis
2021,Psilopogon nuchalis
2021,Pycnonotus sinensis
2021,Lonchura punctulata
2021,Accipiter trivirgatus
2021,Prinia inornata
2021,Calliope calliope
2021,Accipiter trivirgatus
2021,Streptopelia orientalis
2021,Myiomela leucura
2021,Turdus obscurus
2021,Aplonis panayensis
2021,Psilopogon nuchalis
2021,Streptopelia chinensis
2021,Streptopelia tranquebarica
2021,Emberiza chrysophrys
2021,Streptopelia chinensis
2021,Streptopelia tranquebarica
2021,Myiomela leucura
2021,Turdus obscurus
2021,Turdus cardis
2021,Columba livia
2021,Accipiter virgatus
2021,Turdus cardis
2021,Psilopogon nuchalis
2021,Identified to Class: Aves
2021,Identified to Family: Columbidae
2021,Turdus obscurus
2021,Psilopogon nuchalis
2021,Turdus obscurus
2021,Alcedo atthis
2021,Pycnonotus sinensis
2021,Psilopogon nuchalis
2021,Streptopelia chinensis
2021,Turdus obscurus
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Accipiter trivirgatus
2021,Turdus cardis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Aplonis panayensis
2021,Aplonis panayensis
2021,Sturnia malabarica
2021,Identified to Family: Columbidae
2021,Accipiter trivirgatus
2021,Turdus chrysolaus
2021,Identified to Family: Columbidae
2021,Lophura swinhoii
2021,Chalcophaps indica
2021,Aplonis panayensis
2021,Psilopogon nuchalis
2021,Ficedula mugimaki
2021,Identified to Family: Columbidae
2021,Streptopelia chinensis
2021,Accipiter trivirgatus
2021,Myophonus insularis
2021,Identified to Class: Aves
2021,Passer montanus
2021,Turdus pallidus
2021,Pycnonotus sinensis
2021,Hypsipetes leucocephalus
2021,Identified to Family: Columbidae
2021,Turdus obscurus
2021,Turdus pallidus
2021,Turdus pallidus
2021,Turdus pallidus
2021,Psilopogon nuchalis
2021,Accipiter trivirgatus
2021,Accipiter trivirgatus
2021,Turdus chrysolaus
2021,Pycnonotus taivanus
2021,Psilopogon nuchalis
2021,Accipiter trivirgatus
2021,Turdus chrysolaus
2021,Psilopogon nuchalis
2021,Identified to Family: Ardeidae
2021,Chalcophaps indica
2021,Streptopelia chinensis
2021,Accipiter trivirgatus
2021,Passer montanus
2021,Dendrocitta formosae
2021,Psilopogon nuchalis
2021,Monticola solitarius
2021,Turdus pallidus
2021,Gorsachius melanolophus
2021,Psilopogon nuchalis
2021,Streptopelia orientalis
2021,Psilopogon nuchalis
2021,Turdus pallidus
2021,Streptopelia orientalis
2021,Pycnonotus sinensis
2021,Turdus pallidus
2021,Falco peregrinus
2021,Psilopogon nuchalis
2021,Alcedo atthis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Monticola solitarius
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Accipiter trivirgatus
2021,Turdus chrysolaus
2021,Passer montanus
2021,Turdus pallidus
2021,Pycnonotus sinensis
2021,Turdus mandarinus
2021,Psilopogon nuchalis
2021,Hypsipetes leucocephalus
2021,Phoenicurus auroreus
2021,Zoothera aurea
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Turdus chrysolaus
2021,Turdus eunomus
2021,Chalcophaps indica
2021,Zoothera aurea
2021,Streptopelia chinensis
2021,Psilopogon nuchalis
2021,Hypsipetes leucocephalus
2021,Zoothera aurea
2021,Identified to Family: Columbidae
2021,Psilopogon nuchalis
2021,Identified to Family: Columbidae
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Streptopelia chinensis
2021,Streptopelia chinensis
2021,Turdus chrysolaus
2021,Psilopogon nuchalis
2021,Aplonis panayensis
2021,Pycnonotus sinensis
2021,Accipiter trivirgatus
2021,Streptopelia orientalis
2021,Accipiter trivirgatus
2021,Identified to Family: Columbidae
2021,Streptopelia tranquebarica
2021,Columba livia
2021,Psilopogon nuchalis
2021,Hypothymis azurea
2021,Turdus chrysolaus
2021,Streptopelia chinensis
2021,Streptopelia chinensis
2021,Streptopelia orientalis
2021,Turdus pallidus
2021,Psilopogon nuchalis
2021,Identified to Family: Columbidae
2021,Accipiter trivirgatus
2021,Psilopogon nuchalis
2021,Hirundo tahitica
2021,Sturnia malabarica
2021,Identified to Family: Columbidae
2021,Psilopogon nuchalis
2021,Identified to Class: Aves
2021,Accipiter virgatus
2021,Psilopogon nuchalis
2021,Streptopelia orientalis
2021,Identified to Family: Columbidae
2021,Psilopogon nuchalis
2021,Accipiter trivirgatus
2021,Psilopogon nuchalis
2021,Phoenicurus auroreus
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2021,Chalcophaps indica
2021,Psilopogon nuchalis
2021,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Accipiter virgatus
2022,Streptopelia orientalis
2022,Streptopelia chinensis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Streptopelia orientalis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Streptopelia tranquebarica
2022,Streptopelia chinensis
2022,Psilopogon nuchalis
2022,Pycnonotus sinensis
2022,Turdus pallidus
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Aplonis panayensis
2022,Columba livia
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Accipiter virgatus
2022,Streptopelia orientalis
2022,Psilopogon nuchalis
2022,Hypothymis azurea
2022,Accipiter trivirgatus
2022,Pycnonotus sinensis
2022,Turdus chrysolaus
2022,Zoothera aurea
2022,Streptopelia chinensis
2022,Zoothera aurea
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Lonchura striata
2022,Alcedo atthis
2022,Accipiter trivirgatus
2022,Zoothera aurea
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Chalcophaps indica
2022,Turdus chrysolaus
2022,Psilopogon nuchalis
2022,Turdus obscurus
2022,Copsychus malabaricus
2022,Hypsipetes leucocephalus
2022,Accipiter trivirgatus
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Pycnonotus sinensis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Accipiter trivirgatus
2022,Streptopelia chinensis
2022,Streptopelia chinensis
2022,Identified to Class: Aves
2022,Streptopelia chinensis
2022,Psilopogon nuchalis
2022,Chalcophaps indica
2022,Zosterops simplex
2022,Streptopelia tranquebarica
2022,Monticola solitarius
2022,Streptopelia chinensis
2022,Aplonis panayensis
2022,Zoothera aurea
2022,Streptopelia chinensis
2022,Streptopelia tranquebarica
2022,Turdus pallidus
2022,Zoothera aurea
2022,Muscicapa ferruginea
2022,Chalcophaps indica
2022,Pycnonotus sinensis
2022,Streptopelia orientalis
2022,Passer montanus
2022,Streptopelia chinensis
2022,Lonchura striata
2022,Chalcophaps indica
2022,Accipiter virgatus
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Zosterops simplex
2022,Pycnonotus sinensis
2022,Chalcophaps indica
2022,Streptopelia sp.
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Passer montanus
2022,Streptopelia orientalis
2022,Phoenicurus auroreus
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Zosterops simplex
2022,Psilopogon nuchalis
2022,Pycnonotus sinensis
2022,Myiomela leucura
2022,Streptopelia chinensis
2022,Alcedo atthis
2022,Zosterops simplex
2022,Psilopogon nuchalis
2022,Aplonis panayensis
2022,Hypsipetes leucocephalus
2022,Accipiter trivirgatus
2022,Phasianus colchicus
2022,Accipiter trivirgatus
2022,Hypsipetes leucocephalus
2022,Ixobrychus cinnamomeus
2022,Chalcophaps indica
2022,Chalcophaps indica
2022,Oriolus chinensis
2022,Pycnonotus sinensis
2022,Psilopogon nuchalis
2022,Hypsipetes leucocephalus
2022,Prinia inornata
2022,Identified to Family: Columbidae
2022,Alcedo atthis
2022,Passer montanus
2022,Psilopogon nuchalis
2022,Copsychus malabaricus
2022,Columba livia
2022,Chalcophaps indica
2022,Hypsipetes leucocephalus
2022,Passer montanus
2022,Gorsachius melanolophus
2022,Streptopelia tranquebarica
2022,Streptopelia tranquebarica
2022,Psilopogon nuchalis
2022,Streptopelia tranquebarica
2022,Psilopogon nuchalis
2022,Urosphena squameiceps
2022,Urosphena squameiceps
2022,Pycnonotus sinensis
2022,Passer montanus
2022,Psilopogon nuchalis
2022,Myiomela leucura
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Fringilla montifringilla
2022,Chalcophaps indica
2022,Columba livia
2022,Identified to Class: Aves
2022,Hypsipetes leucocephalus
2022,Hirundo rustica
2022,Turdus pallidus
2022,Psilopogon nuchalis
2022,Myiomela leucura
2022,Hypsipetes leucocephalus
2022,Pycnonotus sinensis
2022,Hirundo rustica
2022,Urosphena squameiceps
2022,Pycnonotus sinensis
2022,Accipiter trivirgatus
2022,Prinia inornata
2022,Periparus ater
2022,Streptopelia tranquebarica
2022,Streptopelia chinensis
2022,Pycnonotus sinensis
2022,Pica serica
2022,Pycnonotus sinensis
2022,Psilopogon nuchalis
2022,Streptopelia chinensis
2022,Streptopelia orientalis
2022,Psilopogon nuchalis
2022,Psilopogon nuchalis
2022,Chalcophaps indica
2022,Cuculus optatus
2022,Psilopogon nuchalis
2022,Accipiter nisus
2022,Cuculus optatus
2022,Streptopelia sp.
2022,Emberiza pusilla
2022,Pycnonotus sinensis
2022,Psilopogon nuchalis
2022,Identified to Class: Aves
2022,Streptopelia sp.
2022,Gorsachius melanolophus
2022,Halcyon coromanda
2022,Chalcophaps indica
2022,Turdus pallidus
2022,Streptopelia chinensis
2022,Columba livia
2022,Aplonis panayensis
2022,Streptopelia tranquebarica
2022,Pycnonotus sinensis
2022,Identified to Class: Aves
2022,Identified to Class: Aves
2022,Identified to Family: Columbidae
2022,Chalcophaps indica
2022,Otus lettia
2022,Ceyx erithaca
2022,Pycnonotus sinensis
2022,Pitta nympha
2022,Chalcophaps indica
2022,Psilopogon nuchalis
2022,Pycnonotus sinensis
2022,Chalcophaps indica
2022,Chalcophaps indica
2022,Pycnonotus sinensis
2022,Calliope calliope
2022,Streptopelia chinensis
2022,Myophonus insularis
2022,Columba livia
2022,Streptopelia orientalis
2022,Streptopelia chinensis
2022,Cuculus optatus
2022,Parus monticolus
2022,Pitta nympha
2022,Streptopelia tranquebarica
2022,Cuculus optatus
2022,Chalcophaps indica
2022,Chalcophaps indica
2022,Psilopogon nuchalis
2022,Cuculus optatus
2022,Acridotheres tristis
2022,Monticola solitarius
2022,Accipiter nisus
2022,Chalcophaps indica
2022,Streptopelia chinensis
2022,Chalcophaps indica
2022,Psilopogon nuchalis
2022,Lanius cristatus
2022,Pycnonotus sinensis
2022,Psilopogon nuchalis
2022,Streptopelia orientalis
2022,Halcyon coromanda
2022,Monticola solitarius
2022,Myophonus insularis
2022,Pycnonotus sinensis
2022,Hirundo rustica
2022,Cuculus optatus
2022,Cuculus optatus
2022,Streptopelia orientalis
2022,Streptopelia orientalis
2022,Chalcophaps indica
2022,Lanius cristatus
2022,Chalcophaps indica
2022,Passer montanus
2022,Locustella lanceolata
2022,Streptopelia tranquebarica
2022,Psilopogon nuchalis
2022,Lophura swinhoii
2022,Streptopelia chinensis
2022,Cuculus canorus
2022,Streptopelia chinensis
2022,Streptopelia chinensis
