year,month,day,latitude,longitude,location quality,individuals,source,state,family,species
2022,4,5,24.82765445,121.2301886,acceptable,1,Facebook,captured: flew away afterward,Megalaimidae,Psilopogon nuchalis
2022,4,5,25.24358796,121.6148014,precise,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2022,4,5,25.22541627,121.6419098,precise,1,Facebook,found dead,Fringillidae,Fringilla montifringilla
2022,4,7,22.87507672,121.2303614,vague,1,Facebook,found dead,Columbidae,Chalcophaps indica
2022,4,8,22.63707145,120.3394743,vague,1,Facebook,found dead,Columbidae,Columba livia
2022,4,9,24.15710913,120.6842814,precise,1,Facebook,uncertain,Identified to Class: Aves,Identified to Class: Aves
2022,4,9,25.02048,121.54387,precise,1,TaiRON,found dead,Pycnonotidae,Hypsipetes leucocephalus
2022,4,9,23.9684436,121.5601054,precise,1,Facebook,found dead,Hirundinidae,Hirundo rustica
2022,4,9,22.66305,120.5035,precise,1,Facebook,found dead,Turdidae,Turdus pallidus
2022,4,9,24.74749639,121.0382724,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2022,4,10,24.5033779,121.1142665,precise,1,Facebook,found dead,Muscicapidae,Myiomela leucura
2022,4,11,25.01615032,121.5379465,precise,1,Facebook,uncertain,Pycnonotidae,Hypsipetes leucocephalus
2022,4,11,24.80214,120.96068,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2022,4,11,--,--,not provided,1,Facebook,uncertain,Hirundinidae,Hirundo rustica
2022,4,12,25.01616,121.53546,precise,1,TaiRON,found dead,Scotocercidae,Urosphena squameiceps
2022,4,12,23.51636826,120.4462087,precise,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2022,4,13,24.08442327,120.5517523,precise,1,Facebook,captured: flew away afterward,Accipitridae,Accipiter trivirgatus
2022,4,14,23.51635077,120.44626,precise,1,Facebook,flew away,Cisticolidae,Prinia inornata
2022,4,15,24.27953922,121.025821,precise,1,Facebook,flew away,Paridae,Periparus ater
2022,4,15,25.00296611,121.4915578,precise,1,Facebook,captured: flew away afterward,Columbidae,Streptopelia tranquebarica
2022,4,16,--,--,not provided,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2022,4,16,24.00033212,120.5983695,acceptable,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2022,4,17,25.06273,121.54805,precise,1,TaiRON,found dead,Corvidae,Pica serica
2022,4,18,25.03588895,121.8622925,acceptable,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2022,4,18,--,--,not provided,1,Facebook,sent to rescue center,Megalaimidae,Psilopogon nuchalis
2022,4,19,25.03111,121.51218,precise,1,TaiRON,found dead,Columbidae,Streptopelia chinensis
2022,4,19,25.09281909,121.7362279,precise,1,Facebook,sent to rescue center,Columbidae,Streptopelia orientalis
2022,4,21,25.06044581,121.5386011,vague,1,Facebook,uncertain,Megalaimidae,Psilopogon nuchalis
2022,4,21,25.00348135,121.5568656,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2022,4,21,23.90923,121.54632,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2022,4,21,24.74330351,120.9127361,acceptable,1,Facebook,found dead,Cuculidae,Cuculus optatus
2022,4,22,25.07577512,121.5759483,precise,1,Facebook,sent to rescue center: dead afterward,Megalaimidae,Psilopogon nuchalis
2022,4,22,23.27731,121.42277,precise,1,Facebook,found dead,Accipitridae,Accipiter nisus
2022,4,22,24.45682462,118.4231216,vague,1,Facebook,sent to rescue center,Cuculidae,Cuculus optatus
2022,4,23,25.01599434,121.5371708,precise,1,Facebook,uncertain,Columbidae,Streptopelia sp.
2022,4,23,25.04928931,121.610435,precise,1,Facebook,found dead,Emberizidae,Emberiza pusilla
2022,4,23,24.44871619,118.4308541,vague,1,Facebook,sent to rescue center,Pycnonotidae,Pycnonotus sinensis
2022,4,23,24.34228262,120.8758303,precise,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2022,4,24,25.0187017,121.536804,precise,2,Facebook,uncertain,Identified to Class: Aves,Identified to Class: Aves
2022,4,24,25.0187017,121.536804,precise,3,Facebook,uncertain,Columbidae,Streptopelia sp.
2022,4,24,25.0187017,121.536804,precise,1,Facebook,uncertain,Ardeidae,Gorsachius melanolophus
2022,4,24,23.8885797,121.5218436,precise,1,Facebook,sent to rescue center,Alcedinidae,Halcyon coromanda
2022,4,24,24.81814,121.35097,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2022,4,25,23.63514,120.78996,precise,1,TaiRON,found dead,Turdidae,Turdus pallidus
2022,4,25,22.6795081,120.3044427,precise,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2022,4,26,24.43351,118.31301,precise,2,TaiRON,found dead,Columbidae,Columba livia
2022,4,26,--,--,not provided,1,Facebook,captured: released afterward,Sturnidae,Aplonis panayensis
2022,4,27,24.2507391,120.656149,precise,1,Facebook,found dead,Columbidae,Streptopelia tranquebarica
2022,4,27,24.94864,121.20211,precise,2,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2022,4,28,24.99457469,121.5899123,precise,1,Facebook,uncertain,Identified to Class: Aves,Identified to Class: Aves
2022,4,28,25.13635661,121.5063032,precise,1,Facebook,uncertain,Identified to Class: Aves,Identified to Class: Aves
2022,4,28,25.13635661,121.5063032,precise,1,Facebook,uncertain,Columbidae,Identified to Family: Columbidae
2022,4,28,22.89828828,121.1499005,acceptable,1,Facebook,found dead,Columbidae,Chalcophaps indica
2022,4,29,23.08904,121.35607,precise,1,TaiRON,found dead,Strigidae,Otus lettia
2022,4,29,24.45944024,118.398748,precise,1,Facebook,found dead,Alcedinidae,Ceyx erithaca
2022,4,29,25.03713283,121.4539751,acceptable,1,Facebook,captured: released afterward,Pycnonotidae,Pycnonotus sinensis
2022,4,30,24.13784629,120.6923655,acceptable,1,Facebook,found dead,Pittidae,Pitta nympha
2022,4,30,23.16958159,120.3266233,precise,1,Facebook,found dead,Columbidae,Chalcophaps indica
2022,4,30,--,--,not provided,1,Facebook,captured: released afterward,Megalaimidae,Psilopogon nuchalis
2022,4,30,24.67394814,121.7785892,precise,1,Facebook,captured: released afterward,Pycnonotidae,Pycnonotus sinensis
2022,4,30,24.20646,121.66665,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2022,4,30,23.49663941,120.4687747,precise,1,Facebook,captured: flew away afterward,Columbidae,Chalcophaps indica
2022,4,30,24.00056,120.59857,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2022,5,1,24.4463176,118.4468282,precise,1,Facebook,sent to rescue center: released after rehabilitation,Muscicapidae,Calliope calliope
2022,5,1,22.74762155,120.3467068,precise,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2022,5,1,--,--,not provided,1,Facebook,captured: dead afterward,Muscicapidae,Myophonus insularis
2022,5,1,24.806927,121.047698,precise,1,Facebook,found dead,Columbidae,Columba livia
2022,5,3,24.99836,121.57972,precise,1,TaiRON,found dead,Columbidae,Streptopelia orientalis
2022,5,3,25.04926633,121.561454,precise,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2022,5,4,23.9193,121.5539,precise,1,Facebook,captured: flew away afterward,Cuculidae,Cuculus optatus
2022,5,4,23.95354,121.17731,precise,1,TaiRON,found dead,Paridae,Parus monticolus
2022,5,4,22.70353529,120.3046966,acceptable,1,Facebook,found dead,Pittidae,Pitta nympha
2022,5,5,--,--,not provided,1,Facebook,captured: dead afterward,Columbidae,Streptopelia tranquebarica
2022,5,5,25.10588,121.53829,precise,1,TaiRON,found dead,Cuculidae,Cuculus optatus
2022,5,5,23.18637052,120.3748,precise,1,Facebook,found dead,Columbidae,Chalcophaps indica
2022,5,5,22.92920228,120.3504954,precise,1,Facebook,found dead,Columbidae,Chalcophaps indica
2022,5,5,23.64002612,121.4247803,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2022,5,5,22.34475002,120.3669992,precise,1,Facebook,captured: flew away afterward,Cuculidae,Cuculus optatus
2022,5,5,22.34738388,120.3879991,precise,1,Facebook,captured: released afterward,Sturnidae,Acridotheres tristis
2022,5,6,24.12365,120.6821,precise,1,TaiRON,found dead,Muscicapidae,Monticola solitarius
2022,5,6,25.13679323,121.4783922,precise,1,Facebook,found dead,Accipitridae,Accipiter nisus
2022,5,6,25.01261181,121.5696035,precise,1,Facebook,sent to rescue center,Columbidae,Chalcophaps indica
2022,5,7,22.67044768,120.3239753,precise,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2022,5,9,24.17084,120.89581,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2022,5,9,25.01465033,121.5378473,precise,1,Facebook,captured: released afterward,Megalaimidae,Psilopogon nuchalis
2022,5,9,23.002619,120.215587,precise,1,Facebook,sent to rescue center,Laniidae,Lanius cristatus
2022,5,9,--,--,not provided,1,Facebook,captured: flew away afterward,Pycnonotidae,Pycnonotus sinensis
2022,5,9,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2022,5,9,24.793302,120.964211,precise,1,Facebook,sent to rescue center,Columbidae,Streptopelia orientalis
2022,5,10,24.696257,121.0966818,precise,1,Facebook,sent to rescue center,Alcedinidae,Halcyon coromanda
2022,5,11,25.03158181,121.3856254,precise,1,Facebook,found dead,Muscicapidae,Monticola solitarius
2022,5,11,25.11950758,121.8610125,precise,1,Facebook,flew away,Muscicapidae,Myophonus insularis
2022,5,12,25.13876054,121.5466069,precise,1,Facebook,uncertain,Pycnonotidae,Pycnonotus sinensis
2022,5,12,24.87462643,121.234664,precise,1,Facebook,captured: released afterward,Hirundinidae,Hirundo rustica
2022,5,13,22.61140571,120.570609,acceptable,1,Facebook,found dead,Cuculidae,Cuculus optatus
2022,5,13,22.67900305,120.3066728,acceptable,1,Facebook,sent to rescue center: released after rehabilitation,Cuculidae,Cuculus optatus
2022,5,13,24.99559,121.514,precise,1,TaiRON,found dead,Columbidae,Streptopelia orientalis
2022,5,13,25.1815294,121.4416206,precise,1,Facebook,flew away,Columbidae,Streptopelia orientalis
2022,5,14,22.79399223,121.1163193,precise,1,Facebook,found dead,Columbidae,Chalcophaps indica
2022,5,14,22.72049968,120.2911296,acceptable,1,Facebook,captured: released afterward,Laniidae,Lanius cristatus
2022,5,15,24.82229321,121.7867458,precise,1,Facebook,found dead,Columbidae,Chalcophaps indica
2022,5,15,25.00720685,121.4650425,precise,1,Facebook,sent to rescue center,Passeridae,Passer montanus
2022,5,17,23.55875,119.63206,precise,1,TaiRON,found dead,Locustellidae,Locustella lanceolata
2022,5,18,24.13764031,120.6087954,acceptable,1,Facebook,flew away,Columbidae,Streptopelia tranquebarica
2022,5,18,25.01861,121.53914,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2022,5,18,23.3030394,121.4196473,precise,1,Facebook,found dead,Phasianidae,Lophura swinhoii
2022,5,18,23.89493281,121.5354061,precise,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2022,5,18,22.73092736,120.2925173,precise,1,Facebook,sent to rescue center,Cuculidae,Cuculus canorus
2022,5,18,25.07923812,121.4577334,precise,1,Facebook,sent to rescue center,Columbidae,Streptopelia chinensis
2022,5,19,24.9452,121.2265,precise,1,TaiRON,found dead,Columbidae,Streptopelia chinensis
2022,5,20,24.12323037,120.6728862,precise,1,Facebook,found dead,Phylloscopidae,Phylloscopus coronatus
2022,5,20,25.00521519,121.5567839,precise,1,Facebook,uncertain,Passeridae,Passer montanus
2022,5,20,25.06095957,121.5440489,precise,1,Facebook,uncertain,Identified to Class: Aves,Identified to Class: Aves
2022,5,20,25.06095957,121.5440489,precise,2,Facebook,uncertain,Columbidae,Identified to Family: Columbidae
2022,5,21,24.9417647,121.2054966,precise,1,Facebook,captured: released afterward,Passeridae,Passer montanus
2022,5,21,24.8321937,121.4103449,precise,1,Facebook,found dead,Timaliidae,Pomatorhinus musicus
2022,5,22,24.40273129,120.7273635,precise,1,Facebook,captured: flew away afterward,Alcedinidae,Alcedo atthis
2022,5,22,25.0002642,121.5142098,precise,1,Facebook,found dead,Columbidae,Streptopelia sp.
2022,5,23,--,--,not provided,1,Facebook,uncertain,Columbidae,Chalcophaps indica
2022,5,23,--,--,not provided,1,Facebook,uncertain,Columbidae,Chalcophaps indica
2022,5,23,24.6503214,121.4727776,acceptable,1,Facebook,captured: released afterward,Leiothrichidae,Heterophasia auricularis
2022,5,23,25.05207,121.28733,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2022,5,24,--,--,not provided,1,Facebook,uncertain,Identified to Class: Aves,Identified to Class: Aves
2022,5,24,25.01473689,121.5389781,precise,1,Facebook,sent to rescue center: released after rehabilitation,Accipitridae,Accipiter trivirgatus
2022,5,24,23.7025387,120.7176028,precise,1,Facebook,captured: released afterward,Muscicapidae,Copsychus malabaricus
2022,5,25,24.25099,120.65639,precise,1,TaiRON,found dead,Sturnidae,Acridotheres javanicus
2022,5,25,--,--,not provided,1,Facebook,captured,Passeridae,Passer montanus
2022,5,29,24.12220702,120.6813903,precise,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2022,5,29,25.01486,121.534,precise,1,TaiRON,found dead,Columbidae,Streptopelia chinensis
2022,5,30,24.19380921,120.6088887,acceptable,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2022,5,31,25.1177825,121.5386528,acceptable,1,Facebook,found dead,Sturnidae,Acridotheres cristatellus
2022,5,31,22.79399223,121.1163193,precise,1,Facebook,found dead,Columbidae,Chalcophaps indica
2022,5,--,--,--,not provided,1,Facebook,sent to rescue center,Alcedinidae,Halcyon coromanda
2022,5,--,24.94402781,121.37872,precise,1,Facebook,captured: flew away afterward,Megalaimidae,Psilopogon nuchalis
2022,6,2,25.15075124,121.7750375,precise,1,Facebook,uncertain,Megalaimidae,Psilopogon nuchalis
2022,6,2,25.13210767,121.7116744,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2022,6,6,24.98163506,121.5594837,vague,1,Facebook,flew away,Columbidae,Identified to Family: Columbidae
2022,6,6,22.6457097,120.6115533,precise,1,Facebook,found dead,Columbidae,Treron sieboldii
2022,6,7,--,--,not provided,1,Facebook,sent to rescue center,Columbidae,Columba livia
2022,6,9,--,--,not provided,1,Facebook,captured: flew away afterward,Passeridae,Passer montanus
2022,6,9,--,--,not provided,1,Facebook,uncertain,Columbidae,Chalcophaps indica
2022,6,10,24.19399707,120.6086717,acceptable,1,Facebook,found dead,Passeridae,Passer montanus
2022,6,11,24.98587,121.57441,precise,1,TaiRON,found dead,Columbidae,Columba livia
2022,6,11,24.71669883,121.1543649,vague,1,Facebook,uncertain,Accipitridae,Accipiter trivirgatus
2022,6,12,25.23102618,121.5916335,acceptable,1,Facebook,captured: released afterward,Megalaimidae,Psilopogon nuchalis
2022,6,13,24.93856,121.24931,precise,1,TaiRON,found dead,Alcedinidae,Alcedo atthis
2022,6,14,24.71919159,121.1421124,precise,1,Facebook,sent to rescue center,Alcedinidae,Alcedo atthis
2022,6,15,--,--,not provided,1,Facebook,captured: released afterward,Columbidae,Streptopelia tranquebarica
2022,6,16,23.693085,120.527684,precise,1,Facebook,captured: flew away afterward,Accipitridae,Accipiter trivirgatus
2022,6,17,24.18671,120.6881,precise,1,TaiRON,found dead,Estrildidae,Lonchura punctulata
2022,6,17,--,--,not provided,1,Facebook,sent to rescue center,Cuculidae,Clamator coromandus
2022,6,17,25.025002,121.459789,precise,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2022,6,17,25.025002,121.459789,precise,1,Facebook,captured: released afterward,Pycnonotidae,Pycnonotus sinensis
2022,6,18,--,--,not provided,1,Facebook,uncertain,Columbidae,Identified to Family: Columbidae
2022,6,18,24.96207416,121.479338,precise,1,Facebook,captured,Caprimulgidae,Caprimulgus affinis
2022,6,19,--,--,not provided,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2022,6,19,24.15139096,121.6256411,precise,1,Facebook,uncertain,Columbidae,Identified to Family: Columbidae
2022,6,20,25.01857181,121.5586548,precise,1,Facebook,uncertain,Columbidae,Streptopelia chinensis
2022,6,20,25.01857181,121.5586548,precise,1,Facebook,uncertain,Identified to Class: Aves,Identified to Class: Aves
2022,6,20,25.02595638,121.5435929,precise,1,Facebook,uncertain,Columbidae,Streptopelia sp.
2022,6,20,24.69125247,121.7314047,precise,1,Facebook,captured,Caprimulgidae,Caprimulgus affinis
2022,6,21,23.97447481,121.6107541,precise,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2022,6,21,24.689584,120.893563,precise,1,Facebook,sent to rescue center,Pycnonotidae,Hypsipetes leucocephalus
2022,6,21,24.00043067,120.5983426,precise,1,Facebook,flew away,Zosteropidae,Zosterops simplex
2022,6,21,--,--,not provided,1,Facebook,found dead,Ardeidae,Gorsachius melanolophus
2022,6,22,24.44160184,118.3639245,precise,1,Facebook,found dead,Columbidae,Macropygia unchall
2022,6,22,24.44160184,118.3639245,precise,1,Facebook,flew away,Columbidae,Macropygia unchall
2022,6,22,22.88584232,120.579991,precise,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2022,6,23,--,--,not provided,1,Facebook,uncertain,Columbidae,Chalcophaps indica
2022,6,23,25.01931,121.53803,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2022,6,23,23.81063998,120.729753,acceptable,1,Facebook,found dead,Columbidae,Chalcophaps indica
2022,6,23,22.64379838,120.6032176,precise,1,Facebook,found dead,Hirundinidae,Hirundo rustica
2022,6,24,--,--,not provided,1,Facebook,sent to rescue center,Megalaimidae,Psilopogon nuchalis
2022,6,26,22.25255314,120.6565191,precise,2,Facebook,found dead,Pycnonotidae,Pycnonotus taivanus
2022,6,27,25.01573,121.53797,precise,1,TaiRON,found dead,Hirundinidae,Hirundo rustica
2022,6,27,22.78212318,121.1193171,acceptable,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2022,6,27,25.03665,121.45373,precise,1,Facebook,found dead,Columbidae,Streptopelia orientalis
2022,6,28,25.01838,121.53677,precise,1,TaiRON,found dead,Columbidae,Streptopelia chinensis
2022,6,28,25.0774061,121.5757121,precise,1,Facebook,captured,Hirundinidae,Hirundo rustica
2022,6,28,24.96327,121.21761,precise,1,TaiRON,found dead,Hirundinidae,Hirundo rustica
2022,6,29,24.16135866,120.7319999,acceptable,1,Facebook,flew away,Hirundinidae,Hirundo rustica
2022,6,29,25.06741851,121.1876031,precise,1,Facebook,uncertain,Identified to Class: Aves,Identified to Class: Aves
2022,6,29,22.64443815,120.319682,precise,1,Facebook,captured: released afterward,Columbidae,Columba livia
2022,6,30,23.91822,120.88505,precise,1,TaiRON,found dead,Alcedinidae,Alcedo atthis
2022,6,30,24.68965637,120.9033295,acceptable,1,Facebook,captured: released afterward,Pycnonotidae,Pycnonotus sinensis
2022,6,30,--,--,not provided,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2022,6,--,22.86402093,121.1106949,precise,1,Facebook,uncertain,Megalaimidae,Psilopogon nuchalis
2022,6,--,25.00578829,121.5571454,precise,1,Facebook,uncertain,Pycnonotidae,Hypsipetes leucocephalus
2022,7,2,24.18523594,121.4942436,acceptable,1,Facebook,uncertain,Megalaimidae,Psilopogon nuchalis
2022,7,3,--,--,not provided,1,Facebook,captured: released afterward,Zosteropidae,Zosterops simplex
2022,7,3,25.00107879,121.6181086,acceptable,1,Facebook,found dead,Zosteropidae,Zosterops simplex
2022,7,4,24.99932,121.56103,precise,1,TaiRON,found dead,Pycnonotidae,Hypsipetes leucocephalus
2022,7,4,22.78180155,121.1192443,acceptable,1,Facebook,found dead,Columbidae,Chalcophaps indica
2022,7,4,23.99370921,121.5538213,acceptable,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2022,7,4,--,--,not provided,1,Facebook,captured,Columbidae,Columba livia
