year,month,day,latitude,longitude,location quality,individuals,source,state,family,species
2020,8,15,24.00887634,120.8182097,precise,1,Facebook,uncertain,Columbidae,Chalcophaps indica
2020,8,16,--,--,not provided,1,Facebook,found dead,Sturnidae,Aplonis panayensis
2020,8,16,25.03210378,121.5740683,precise,1,Facebook,captured,Passeridae,Passer montanus
2020,8,18,25.17569322,121.4317335,acceptable,1,Facebook,found dead,Pycnonotidae,Hypsipetes leucocephalus
2020,8,20,25.00879,121.53531,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2020,8,20,25.145021,121.723524,precise,1,TaiRON,found dead,Accipitridae,Accipiter trivirgatus
2020,8,21,--,--,not provided,1,Facebook,sent to rescue center,Megalaimidae,Psilopogon nuchalis
2020,8,24,25.04090236,121.5141864,precise,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2020,8,24,23.89652,121.55397,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2020,8,25,25.02062,121.53833,precise,1,Facebook,found dead,Columbidae,Treron sieboldii
2020,8,25,24.91273,121.03861,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2020,8,26,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2020,8,28,--,--,not provided,1,Facebook,found dead,Columbidae,Chalcophaps indica
2020,8,29,--,--,not provided,1,Facebook,captured,Accipitridae,Accipiter trivirgatus
2020,8,31,24.98178193,121.5737271,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2020,8,31,24.9004,121.18273,precise,1,TaiRON,found dead,Phylloscopidae,Phylloscopus borealis complex
2020,8,31,25.037,121.641,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2020,9,1,--,--,not provided,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2020,9,2,23.66712,120.47431,precise,1,TaiRON,found dead,Columbidae,Streptopelia tranquebarica
2020,9,2,23.56853,120.49475,precise,1,TaiRON,found dead,Phasianidae,Arborophila crudigularis
2020,9,4,24.12842222,120.7052051,acceptable,1,Facebook,captured: released afterward,Alcedinidae,Alcedo atthis
2020,9,4,22.62649,120.30883,precise,1,TaiRON,found dead,Sturnidae,Aplonis panayensis
2020,9,5,25.02116,121.5483,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2020,9,5,25.024778,121.504125,precise,1,Facebook,uncertain,Columbidae,Streptopelia orientalis
2020,9,7,22.21775032,120.7994259,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2020,9,7,25.00098457,121.6180876,acceptable,1,Facebook,found dead,Alcedinidae,Alcedo atthis
2020,9,8,25.0962449,121.7344619,precise,1,Facebook,captured,Columbidae,Chalcophaps indica
2020,9,8,24.80276155,121.0362039,precise,1,Facebook,captured,Accipitridae,Accipiter soloensis
2020,9,13,--,--,not provided,1,Facebook,found dead,Alcedinidae,Alcedo atthis
2020,9,13,22.715346,120.534055,precise,1,Facebook,found dead,Alcedinidae,Alcedo atthis
2020,9,13,21.95995688,120.763055,precise,1,TaiRON,found dead,Accipitridae,Accipiter gularis
2020,9,14,23.0453649,121.159828,acceptable,1,Facebook,found dead,Accipitridae,Accipiter virgatus
2020,9,15,25.12921958,121.5767757,acceptable,1,Facebook,captured: flew away afterward,Megalaimidae,Psilopogon nuchalis
2020,9,17,24.27663418,120.7738814,acceptable,1,Facebook,found dead,Alcedinidae,Alcedo atthis
2020,9,17,24.25930889,120.5285322,precise,1,Facebook,found dead,Pittidae,Pitta nympha
2020,9,19,24.77202176,121.2448898,precise,1,Facebook,uncertain,Motacillidae,Motacilla cinerea
2020,9,20,25.04036,121.54857,precise,1,TaiRON,found dead,Sturnidae,Aplonis panayensis
2020,9,20,24.158365,121.622397,precise,1,TaiRON,found dead,Accipitridae,Accipiter soloensis
2020,9,20,24.158365,121.622397,precise,1,TaiRON,found dead,Muscicapidae,Myophonus insularis
2020,9,21,25.1943539,121.5609522,vague,1,Facebook,captured,Muscicapidae,Myophonus insularis
2020,9,21,--,--,not provided,1,Facebook,found dead,Passeridae,Passer montanus
2020,9,21,24.99934108,121.3260058,acceptable,1,Facebook,found dead,Cuculidae,Hierococcyx sparverioides
2020,9,21,22.65186088,120.3176028,precise,1,Facebook,flew away,Turdidae,Turdus pallidus
2020,9,21,22.60514,120.30828,precise,1,TaiRON,found dead,Muscicapidae,Cyanoptila cyanomelana
2020,9,22,--,--,not provided,1,Facebook,found dead,Columbidae,Chalcophaps indica
2020,9,23,23.66772,120.47446,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2020,9,24,25.01838,121.53924,precise,1,TaiRON,found dead,Columbidae,Treron sieboldii
2020,9,25,--,--,not provided,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2020,9,25,26.36006254,120.4838015,precise,1,Facebook,flew away,Phylloscopidae,Phylloscopus fuscatus
2020,9,26,23.80388926,120.6455874,acceptable,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2020,9,27,22.6555027,120.2939247,vague,1,Facebook,captured: flew away afterward,Muscicapidae,Monticola solitarius
2020,9,27,26.36002226,120.4842379,precise,1,Facebook,found dead,Phylloscopidae,Phylloscopus fuscatus
2020,9,28,--,--,not provided,1,Facebook,found dead,Phylloscopidae,Phylloscopus borealis complex
2020,9,29,--,--,not provided,1,Facebook,captured: flew away afterward,Alcedinidae,Alcedo atthis
2020,9,29,26.36002226,120.4842379,precise,1,Facebook,captured: flew away afterward,Muscicapidae,Muscicapa dauurica
2020,9,29,24.81822279,121.1870346,precise,4,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2020,9,--,--,--,not provided,1,Facebook,sent to rescue center: released after rehabilitation,Strigidae,Otus lettia
2020,9,--,--,--,not provided,1,Facebook,sent to rescue center: euthanize afterward,Accipitridae,Accipiter soloensis
2020,9,--,23.98371445,121.5986767,acceptable,1,Facebook,sent to rescue center: dead afterward,Alcedinidae,Halcyon coromanda
2020,9,--,23.98496846,121.6106494,acceptable,1,Facebook,sent to rescue center,Alcedinidae,Halcyon coromanda
2020,9,--,23.99319055,121.5895304,vague,1,Facebook,sent to rescue center,Alcedinidae,Halcyon coromanda
2020,9,--,23.80388337,120.6455945,acceptable,1,Facebook,uncertain,Megalaimidae,Psilopogon nuchalis
2020,10,1,24.15763,120.66635,precise,1,TaiRON,found dead,Phylloscopidae,Phylloscopus borealis complex
2020,10,1,--,--,not provided,1,Facebook,found dead,Alcedinidae,Halcyon coromanda
2020,10,2,--,--,not provided,1,Facebook,uncertain,Motacillidae,Motacilla cinerea
2020,10,2,23.99479,120.93659,precise,1,TaiRON,found dead,Motacillidae,Motacilla alba
2020,10,3,25.01657,121.53832,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2020,10,4,25.02844,121.52639,precise,1,TaiRON,found dead,Columbidae,Treron sieboldii
2020,10,5,24.83872,121.5286,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2020,10,6,23.032608,121.335235,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2020,10,6,22.90071648,121.1246914,precise,1,Facebook,found dead,Columbidae,Chalcophaps indica
2020,10,6,23.8252889,120.8196699,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2020,10,6,25.01477,121.30515,precise,1,TaiRON,found dead,Columbidae,Streptopelia chinensis
2020,10,7,22.61524553,120.4901306,acceptable,1,Facebook,captured: released afterward,Phylloscopidae,Phylloscopus borealis complex
2020,10,7,24.91445,121.24721,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2020,10,8,22.79116762,120.2920895,precise,1,Facebook,flew away,Sturnidae,Aplonis panayensis
2020,10,10,--,--,not provided,1,Facebook,sent to rescue center: dead afterward,Cuculidae,Cuculus optatus
2020,10,10,25.04830998,121.6112894,acceptable,1,Facebook,found dead,Alcedinidae,Alcedo atthis
2020,10,11,25.02460332,121.5099527,precise,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2020,10,12,24.10941,120.67496,precise,1,TaiRON,found dead,Estrildidae,Lonchura punctulata
2020,10,12,25.06362,121.51369,precise,1,TaiRON,found dead,Cuculidae,Cuculus optatus
2020,10,13,24.23355157,120.8157669,precise,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2020,10,13,25.03638583,121.4322998,vague,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2020,10,14,25.08882613,121.591772,acceptable,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2020,10,14,24.54482783,120.8135628,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2020,10,18,21.94833908,120.7802762,precise,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2020,10,19,25.02477,121.54293,precise,1,TaiRON,found dead,Columbidae,Streptopelia orientalis
2020,10,19,25.1288357,121.7612134,precise,1,Facebook,found dead,Columbidae,Streptopelia sp.
2020,10,19,25.1288357,121.7612134,precise,1,Facebook,flew away,Identified to Order: Accipitriformes,Identified to Order: Accipitriformes
2020,10,20,21.95555897,120.809095,acceptable,1,Facebook,captured: flew away afterward,Columbidae,Chalcophaps indica
2020,10,26,25.04019383,121.5195007,acceptable,1,Facebook,sent to rescue center,Pycnonotidae,Hypsipetes leucocephalus
2020,10,26,25.06405992,121.663396,precise,1,Facebook,captured,Alcedinidae,Alcedo atthis
2020,10,26,24.77634957,120.9428116,vague,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2020,10,27,--,--,not provided,1,Facebook,found dead,Columbidae,Chalcophaps indica
2020,10,28,--,--,not provided,1,Facebook,sent to rescue center,Strigidae,Glaucidium brodiei
2020,10,28,22.59366,120.30864,precise,1,TaiRON,found dead,Locustellidae,Locustella ochotensis
2020,10,30,24.82554,121.44864,precise,1,TaiRON,found dead,Muscicapidae,Myiomela leucura
2020,10,30,--,--,not provided,1,Facebook,captured: flew away afterward,Columbidae,Streptopelia tranquebarica
2020,11,1,25.02176943,121.5365869,precise,1,Facebook,flew away,Columbidae,Treron sieboldii
2020,11,1,25.15456,121.4586,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2020,11,1,24.80939386,120.9744079,precise,1,Facebook,sent to rescue center,Turdidae,Turdus pallidus
2020,11,2,25.03232796,121.5429559,acceptable,2,Facebook,flew away,Pycnonotidae,Pycnonotus sinensis
2020,11,2,25.03232796,121.5429559,acceptable,1,Facebook,captured: released afterward,Pycnonotidae,Pycnonotus sinensis
2020,11,2,24.62684,121.79497,precise,1,TaiRON,found dead,Corvidae,Dendrocitta formosae
2020,11,3,22.92535888,120.2743047,precise,1,Facebook,found dead,Phasianidae,Phasianus colchicus
2020,11,4,22.66522,120.42608,precise,1,TaiRON,found dead,Columbidae,Chalcophaps indica
2020,11,5,22.59520921,120.3069346,acceptable,1,Facebook,flew away,Scolopacidae,Scolopax rusticola
2020,11,5,24.82544802,121.4486482,precise,1,Facebook,found dead,Muscicapidae,Myiomela leucura
2020,11,7,22.6625469,120.3263848,acceptable,1,Facebook,captured,Pycnonotidae,Pycnonotus sinensis
2020,11,8,22.04682,120.69756,precise,1,Facebook,found dead,Columbidae,Chalcophaps indica
2020,11,9,25.05174,121.36285,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2020,11,9,24.08118761,120.5473968,acceptable,1,Facebook,captured: flew away afterward,Timaliidae,Cyanoderma ruficeps
2020,11,12,--,--,not provided,1,Facebook,uncertain,Megalaimidae,Psilopogon nuchalis
2020,11,12,25.00820869,121.5359654,vague,1,Facebook,sent to rescue center,Megalaimidae,Psilopogon nuchalis
2020,11,12,23.95114331,121.5377967,precise,1,Facebook,found dead,Columbidae,Chalcophaps indica
2020,11,12,25.000259,121.342355,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2020,11,13,23.82815,120.78476,precise,1,TaiRON,found dead,Muscicapidae,Calliope calliope
2020,11,14,24.20523,121.01215,precise,1,TaiRON,found dead,Turdidae,Zoothera dauma
2020,11,15,24.73496,121.09378,precise,1,TaiRON,found dead,Turdidae,Turdus pallidus
2020,11,16,25.04496,121.58767,precise,1,Facebook,found dead,Campephagidae,Lalage melaschistos
2020,11,16,23.81282,120.85,precise,1,TaiRON,found dead,Muscicapidae,Calliope calliope
2020,11,16,24.39570386,120.7556266,precise,1,Facebook,found dead,Turdidae,Zoothera aurea
2020,11,16,24.56784,120.81663,precise,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2020,11,16,25.08044822,121.2340547,vague,1,Facebook,found dead,Turdidae,Turdus pallidus
2020,11,16,24.966224,121.2206407,precise,1,Facebook,found dead,Turdidae,Turdus cardis
2020,11,17,24.26656,120.99866,precise,1,TaiRON,found dead,Sittidae,Sitta europaea
2020,11,17,25.03020821,121.513487,acceptable,1,Facebook,captured: flew away afterward,Pycnonotidae,Hypsipetes leucocephalus
2020,11,17,25.00537,121.53866,precise,1,Facebook,found dead,Muscicapidae,Calliope calliope
2020,11,17,23.95101249,120.6951265,precise,1,Facebook,captured: released afterward,Passeridae,Passer montanus
2020,11,17,22.64550635,120.6121241,vague,1,Facebook,flew away,Laniidae,Lanius cristatus
2020,11,17,24.62727092,121.0097764,vague,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2020,11,19,24.97488952,121.5321659,acceptable,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2020,11,22,24.10722771,120.6927737,precise,1,Facebook,found dead,Columbidae,Identified to Family: Columbidae
2020,11,22,25.01838,121.55801,precise,1,TaiRON,found dead,Columbidae,Streptopelia chinensis
2020,11,23,22.92390642,121.1250648,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2020,11,23,24.996014,121.290796,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2020,11,23,23.5394246,120.6717564,vague,1,Facebook,found dead,Muscicapidae,Myiomela leucura
2020,11,23,23.89306751,120.5852752,acceptable,1,Facebook,flew away,Turdidae,Turdus chrysolaus
2020,11,24,25.03054592,121.531596,acceptable,1,Facebook,found dead,Turdidae,Turdus pallidus
2020,11,24,23.89447565,120.9317332,acceptable,1,Facebook,sent to rescue center,Turdidae,Turdus chrysolaus
2020,11,26,26.36705994,120.486891,acceptable,1,Facebook,found dead,Turdidae,Turdus pallidus
2020,11,26,26.36705994,120.486891,acceptable,1,Facebook,flew away,Turdidae,Identified to Family: Turdidae
2020,11,27,--,--,not provided,1,Facebook,uncertain,Accipitridae,Accipiter virgatus
2020,11,27,23.75202522,120.775627,precise,1,Facebook,captured: released afterward,Alcedinidae,Alcedo atthis
2020,11,27,24.97488952,121.5321659,acceptable,1,Facebook,flew away,Columbidae,Streptopelia chinensis
2020,11,28,--,--,not provided,1,Facebook,found dead,Turdidae,Turdus chrysolaus
2020,11,28,--,--,not provided,1,Facebook,captured: flew away afterward,Columbidae,Chalcophaps indica
2020,11,28,23.49466,121.34991,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2020,11,29,25.127087,121.532183,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2020,11,29,23.65828132,121.420398,precise,1,TaiRON,found dead,Turdidae,Turdus obscurus
2020,11,--,25.07738955,121.5907978,acceptable,1,Facebook,sent to rescue center: released after rehabilitation,Accipitridae,Accipiter trivirgatus
2020,11,--,--,--,not provided,2,Facebook,sent to rescue center: dead afterward,Strigidae,Ninox japonica
2020,12,1,23.49468,121.34992,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus taivanus
2020,12,1,24.997142,121.319886,precise,1,TaiRON,found dead,Turdidae,Turdus chrysolaus
2020,12,2,24.67407878,121.7569936,acceptable,1,Facebook,found dead,Turdidae,Turdus pallidus
2020,12,3,25.02155832,121.5356639,precise,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2020,12,3,25.05815,121.58057,precise,1,TaiRON,found dead,Columbidae,Streptopelia orientalis
2020,12,4,--,--,not provided,1,Facebook,flew away,Accipitridae,Accipiter gularis
2020,12,4,25.13658,121.50714,precise,1,TaiRON,found dead,Turdidae,Turdus chrysolaus
2020,12,4,23.82809,120.80151,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2020,12,5,23.3535944,120.4839006,precise,1,Facebook,captured: released afterward,Alcedinidae,Alcedo atthis
2020,12,5,--,--,not provided,1,TaiRON,found dead,Turdidae,Zoothera dauma
2020,12,7,24.12124062,120.6758755,precise,1,TaiRON,found dead,Turdidae,Turdus chrysolaus
2020,12,8,24.380002,121.305172,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2020,12,8,24.70570512,121.1818089,vague,1,Facebook,found dead,Columbidae,Chalcophaps indica
2020,12,9,25.02994,121.50867,precise,1,TaiRON,found dead,Turdidae,Turdus chrysolaus
2020,12,9,24.68897745,121.0201297,precise,1,Facebook,captured: released afterward,Megalaimidae,Psilopogon nuchalis
2020,12,10,22.92497,120.29495,precise,1,Facebook,found dead,Phasianidae,Phasianus colchicus
2020,12,10,23.75444784,120.6144173,acceptable,1,Facebook,captured: released afterward,Megalaimidae,Psilopogon nuchalis
2020,12,11,24.99957,121.32627,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2020,12,12,--,--,not provided,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2020,12,12,25.04847373,121.61133,acceptable,1,Facebook,found dead,Turdidae,Zoothera aurea
2020,12,12,23.97062958,120.6545383,acceptable,1,Facebook,flew away,Columbidae,Streptopelia chinensis
2020,12,13,25.18890779,121.4464988,vague,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2020,12,13,25.20331446,121.6867772,vague,1,Facebook,found dead,Turdidae,Turdus pallidus
2020,12,14,--,--,not provided,1,Facebook,found dead,Zosteropidae,Zosterops simplex
2020,12,16,24.1204473,120.6621089,precise,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2020,12,16,24.0541,120.44727,precise,1,TaiRON,found dead,Pycnonotidae,Pycnonotus sinensis
2020,12,17,23.91834,121.50206,precise,1,Facebook,found dead,Strigidae,Glaucidium brodiei
2020,12,17,24.94526812,121.3751399,vague,1,Facebook,captured,Turdidae,Turdus pallidus
2020,12,17,24.93174356,121.5564645,precise,1,TaiRON,found dead,Turdidae,Turdus chrysolaus
2020,12,18,25.03687487,121.5679526,precise,1,Facebook,sent to rescue center,Megalaimidae,Psilopogon nuchalis
2020,12,18,21.948824,120.780173,precise,1,TaiRON,found dead,Accipitridae,Accipiter trivirgatus
2020,12,20,--,--,not provided,1,Facebook,flew away,Columbidae,Streptopelia chinensis
2020,12,20,25.02433,121.56828,precise,1,TaiRON,found dead,Turdidae,Turdus pallidus
2020,12,21,--,--,not provided,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2020,12,22,--,--,not provided,2,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2020,12,22,25.04738021,121.5139769,precise,1,Facebook,uncertain,Columbidae,Columba livia
2020,12,22,24.66446377,120.9219427,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2020,12,23,--,--,not provided,1,Facebook,found dead,Pycnonotidae,Pycnonotus taivanus
2020,12,23,22.135465,120.877609,acceptable,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2020,12,24,24.12225681,120.677352,precise,1,Facebook,sent to rescue center,Accipitridae,Accipiter trivirgatus
2020,12,24,24.86211,121.82737,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2020,12,24,24.76432748,120.9922008,acceptable,2,Facebook,captured: flew away afterward,Megalaimidae,Psilopogon nuchalis
2020,12,25,25.04653562,121.5669362,precise,1,Facebook,sent to rescue center,Columbidae,Streptopelia chinensis
2020,12,25,24.9597465,121.1772281,acceptable,1,Facebook,found dead,Pycnonotidae,Pycnonotus sinensis
2020,12,25,22.99351,120.64553,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2020,12,27,25.02620019,121.549812,precise,2,Facebook,found dead,Zosteropidae,Zosterops simplex
2020,12,27,24.67650697,121.729887,precise,1,Facebook,flew away,Strigidae,Glaucidium brodiei
2020,12,27,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2020,12,28,23.74838,120.75873,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2020,12,28,23.82792809,120.8005207,precise,1,Facebook,found dead,Pycnonotidae,Hypsipetes leucocephalus
2020,12,29,24.14665511,120.671531,precise,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2020,12,29,25.11732802,121.5384173,acceptable,1,Facebook,found dead,Turdidae,Zoothera aurea
2020,12,29,25.11737223,121.5384427,precise,1,Facebook,found dead,Turdidae,Zoothera aurea
2020,12,29,24.86049,121.82004,precise,1,TaiRON,found dead,Turdidae,Zoothera dauma
2020,12,29,23.58850091,120.5969858,precise,1,Facebook,found dead,Turdidae,Zoothera dauma
2020,12,30,--,--,not provided,1,Facebook,found dead,Columbidae,Streptopelia tranquebarica
2020,12,30,--,--,not provided,1,Facebook,uncertain,Megalaimidae,Psilopogon nuchalis
2020,12,30,22.60497,120.30023,precise,1,TaiRON,found dead,Columbidae,Streptopelia chinensis
2020,12,30,25.1245772,121.6794751,precise,1,Facebook,captured,Timaliidae,Pomatorhinus musicus
2020,12,30,25.172279,121.437275,precise,1,TaiRON,found dead,Pycnonotidae,Hypsipetes leucocephalus
2020,12,30,23.57457,119.58095,precise,1,TaiRON,found dead,Laniidae,Lanius cristatus
2020,12,31,24.85827367,121.8259407,precise,1,Facebook,sent to rescue center,Cisticolidae,Prinia inornata
2020,--,--,22.52618546,120.9259028,precise,1,Facebook,uncertain,Megalaimidae,Psilopogon nuchalis
2020,--,--,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,1,3,24.19775,120.697373,precise,1,Facebook,found dead,Ardeidae,Egretta garzetta
2021,1,3,24.82704875,121.7737957,vague,1,Facebook,sent to rescue center,Strigidae,Glaucidium brodiei
2021,1,3,24.80529138,121.7076159,precise,1,Facebook,found dead,Turdidae,Zoothera dauma
2021,1,3,23.89664,121.5339,precise,1,TaiRON,found dead,Turdidae,Turdus chrysolaus
2021,1,3,24.790833,120.99564,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,1,4,25.04127,121.51045,precise,1,TaiRON,found dead,Megalaimidae,Psilopogon nuchalis
2021,1,5,24.14652745,120.6508423,precise,1,Facebook,flew away,Columbidae,Streptopelia chinensis
2021,1,6,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,1,6,23.89678,121.53423,precise,1,TaiRON,found dead,Columbidae,Treron sieboldii
2021,1,6,24.99803,121.29696,precise,1,TaiRON,found dead,Turdidae,Zoothera aurea
2021,1,6,--,--,not provided,1,Facebook,flew away,Megalaimidae,Psilopogon nuchalis
2021,1,7,24.01804874,121.5776742,acceptable,1,Facebook,flew away,Strigidae,Glaucidium brodiei
2021,1,9,24.61313404,121.8533313,precise,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2021,1,10,--,--,not provided,1,Facebook,found dead,Columbidae,Streptopelia orientalis
2021,1,10,23.46446496,121.3554039,precise,1,Facebook,found dead,Turdidae,Zoothera aurea
2021,1,10,24.8079942,120.9673172,acceptable,1,Facebook,sent to rescue center,Pycnonotidae,Hypsipetes leucocephalus
2021,1,10,--,--,not provided,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,1,10,--,--,not provided,1,Facebook,found dead,Columbidae,Chalcophaps indica
2021,1,11,24.19634,120.74794,precise,1,TaiRON,found dead,Columbidae,Streptopelia orientalis
2021,1,11,22.61095394,120.5702137,acceptable,1,Facebook,sent to rescue center,Muscicapidae,Monticola solitarius
2021,1,12,25.01654,121.54033,precise,1,TaiRON,found dead,Columbidae,Streptopelia orientalis
2021,1,12,25.07784541,121.5711253,acceptable,1,Facebook,uncertain,Strigidae,Ninox japonica
2021,1,12,24.53362,120.926442,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,1,12,24.68690897,121.2230157,precise,1,Facebook,found dead,Muscicapidae,Phoenicurus fuliginosus
2021,1,13,--,--,not provided,1,TaiRON,found dead,Turdidae,Turdus chrysolaus
2021,1,13,25.15053068,121.7757243,vague,1,Facebook,found dead,Turdidae,Turdus pallidus
2021,1,13,25.05215,121.46022,precise,1,Facebook,found dead,Columbidae,Streptopelia tranquebarica
2021,1,14,23.06446769,120.3895559,precise,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2021,1,14,23.10728984,120.698648,precise,1,Facebook,captured: flew away afterward,Muscicapidae,Monticola solitarius
2021,1,14,22.65424,120.2883,precise,1,TaiRON,found dead,Columbidae,Streptopelia chinensis
2021,1,14,25.02118406,121.5453763,precise,1,Facebook,uncertain,Columbidae,Streptopelia chinensis
2021,1,15,25.13872722,121.5450712,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,1,15,--,--,not provided,1,Facebook,uncertain,Turdidae,Turdus pallidus
2021,1,15,24.83873,121.52854,precise,1,TaiRON,found dead,Turdidae,Zoothera aurea
2021,1,15,25.02622668,121.4243178,vague,1,Facebook,captured: released afterward,Turdidae,Zoothera aurea
2021,1,16,--,--,not provided,1,Facebook,found dead,Strigidae,Glaucidium brodiei
2021,1,16,--,--,not provided,1,Facebook,found dead,Passeridae,Passer montanus
2021,1,17,24.40477249,120.7609628,vague,1,Facebook,captured: flew away afterward,Megalaimidae,Psilopogon nuchalis
2021,1,19,--,--,not provided,1,Facebook,found dead,Motacillidae,Motacilla cinerea
2021,1,19,25.03351609,121.5157592,acceptable,1,Facebook,found dead,Alcedinidae,Alcedo atthis
2021,1,19,25.00133528,121.5597178,precise,1,Facebook,found dead,Turdidae,Zoothera aurea
2021,1,21,23.84663844,120.6551815,precise,1,Facebook,captured: flew away afterward,Megalaimidae,Psilopogon nuchalis
2021,1,21,21.9492,120.78129,precise,1,TaiRON,found dead,Laniidae,Lanius cristatus
2021,1,25,--,--,not provided,1,Facebook,captured,Megalaimidae,Psilopogon nuchalis
2021,1,25,23.98648264,121.6253005,precise,1,Facebook,found dead,Columbidae,Treron sieboldii
2021,1,25,23.828114,120.8016111,acceptable,1,Facebook,found dead,Pycnonotidae,Hypsipetes leucocephalus
2021,1,25,24.83881,121.52862,precise,1,TaiRON,found dead,Turdidae,Turdus pallidus
2021,1,26,23.97435632,120.9801732,precise,1,Facebook,captured: flew away afterward,Accipitridae,Accipiter trivirgatus
2021,1,27,23.52219786,120.4300127,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,1,28,21.899778,120.850472,precise,1,Facebook,found dead,Accipitridae,Accipiter trivirgatus
2021,1,28,23.49951211,120.3728457,vague,1,Facebook,found dead,Columbidae,Streptopelia chinensis
2021,1,29,--,--,not provided,1,Facebook,captured,Turdidae,Turdus pallidus
2021,1,29,--,--,not provided,1,Facebook,found dead,Accipitridae,Accipiter nisus
2021,1,30,24.6647376,121.6767147,precise,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,1,30,22.63057,120.34501,precise,1,TaiRON,found dead,Passeridae,Passer montanus
2021,1,30,25.06400019,121.6633379,precise,1,Facebook,captured: flew away afterward,Megalaimidae,Psilopogon nuchalis
2021,1,31,24.15467036,120.8240068,precise,3,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
2021,1,--,25.08222053,121.5957685,acceptable,2,Facebook,flew away,Accipitridae,Accipiter trivirgatus
2021,1,--,--,--,not provided,3,Facebook,sent to rescue center,Strigidae,Ninox japonica
2021,2,1,23.79245,120.46065,precise,1,TaiRON,found dead,Estrildidae,Lonchura punctulata
2021,2,2,24.14511962,120.6404121,acceptable,1,Facebook,found dead,Megalaimidae,Psilopogon nuchalis
